comment_id,text,mean_score,target_group,label_3,label_bin,pred_3,my_pred_bin,text_rag,rag_pred_3,rag_pred_bin
41212,everyone read the kalima and become a muslim or you'll be bitten by snakes if your cristian or gassed to death if your a jew. please get out of other ridiculous religions,0.18,target_religion_christian,1,0,1,0,"everyone read the kalima and become a muslim or you'll be bitten by snakes if your cristian or gassed to death if your a jew. please get out of other ridiculous religions [SEP] Islam is based on the belief in the oneness and uniqueness of God (tawhid), and belief in an afterlife (akhirah) with the Last Judgment—wherein the righteous will be rewarded in paradise (jannah) and the unrighteous will be punished in hell (jahannam). The Five Pillars, considered obligatory acts of worship, are the Islamic oath and creed (shahada), daily prayers (salah), almsgiving (zakat), fasting (sawm) in the month of Ramadan, and a pilgrimage (hajj) to Mecca.",2,1
41639,"trump says islam hates us and yet he is bffs with saudi arabia, they are the most barbaric country in the world, the men there literally own women and their life expressionless_face",-0.14,target_religion_muslim,1,0,1,0,"trump says islam hates us and yet he is bffs with saudi arabia, they are the most barbaric country in the world, the men there literally own women and their life expressionless_face [SEP] Several practices of Sharia have been deemed incompatible with human rights, gender equality and freedom of speech and expression. In Muslim majority countries, traditional laws have been widely used with or changed by European models.",2,1
41813,oooo dear dear fascism is coming back. allah help us and all mankind.,-1.31,target_religion_muslim,0,0,1,0,"oooo dear dear fascism is coming back. allah help us and all mankind. [SEP] The Islamic revival of the late 20th century brought calls by Islamic movements for full implementation of Sharia, including hudud corporal punishments, such as stoning.",2,1
42489,"two strong successful black women who worship the devil, whose success stems from promiscuity...yea, we are emvious and jealous of this cheapness and vulgarity! high-heeled_shoe ring",-2.33,target_religion_atheist,0,0,1,0,"two strong successful black women who worship the devil, whose success stems from promiscuity...yea, we are emvious and jealous of this cheapness and vulgarity! high-heeled_shoe ring [SEP] Traditional Muslim women's clothing style, determined by numerous interactions including tradition, necessities of life, geography and climate, and Islamic advice literature etc, has been reshaped through the hijab, presented as Islamic clothing in response to Western cultural influence; grown globally since the 1970s, with religious Muslims viewing it as a symbol of modesty and faith or a form of adornment. Much like the tichel or snood of observant Jewish women, the hanging veil, apostolnik, or kapp, worn by certain Christian women, and the dupatta favored in North Indian Hindu and Sikh cultures, the Islamic hijab is not monolithic, but manifests itself in diverse forms shaped by local laws and customs.",2,1
42668,"stop pushing homosexuality in your movies, it's wrong and a dangerous lifestyle. your brainwashing children into a horrible way of life. typical jew liberal pedo liberal hollywood at pixar.",1.72,target_religion_jewish,2,1,2,1,"stop pushing homosexuality in your movies, it's wrong and a dangerous lifestyle. your brainwashing children into a horrible way of life. typical jew liberal pedo liberal hollywood at pixar. [SEP] The development of racial and religious antisemitism has historically been encouraged by anti-Judaism, which is distinct from antisemitism itself. There are various ways in which antisemitism is manifested, ranging in the level of severity of Jewish persecution.",1,0
44653,trolls will be ignored the disgusting thing about all this is that your country actually has the resources but your israeli passport holding congress gives your taxes to israel. why ye put up with these traitors is beyond my comprehension.........,-0.13,target_religion_jewish,1,0,1,0,"trolls will be ignored the disgusting thing about all this is that your country actually has the resources but your israeli passport holding congress gives your taxes to israel. why ye put up with these traitors is beyond my comprehension......... [SEP] According to this view, since Israel is a Jewish state, expressions of anti-Zionist positions could harbour antisemitic sentiments, and criticism of Israel can serve as a vehicle for attacks against Jews in general.",2,1
45610,ok iran wont have nukes as soon as every other country stops having nukes. otherwise you are all hypocrites and bullies,-1.64,target_religion_muslim,0,0,1,0,"ok iran wont have nukes as soon as every other country stops having nukes. otherwise you are all hypocrites and bullies [SEP] According to this view, since Israel is a Jewish state, expressions of anti-Zionist positions could harbour antisemitic sentiments, and criticism of Israel can serve as a vehicle for attacks against Jews in general.",2,1
47147,"you four are an embarrassment to your nationality / your all daughters of lucifer / sad... smart people will reject your agenda, in great numbers",-0.09,target_religion_christian,1,0,1,0,"you four are an embarrassment to your nationality / your all daughters of lucifer / sad... smart people will reject your agenda, in great numbers [SEP] With an estimated population of 2 billion followers, Muslims comprise around 26% of the world's total population. In descending order, the percentage of people who identify as Muslims on each continental landmass stands at: 45% of Africa, 25% of Asia and Oceania collectively, 6% of Europe, and 1% of the Americas.",2,1
47194,"islam will win the race,, because of a flying donkeys",-2.18,target_religion_muslim,0,0,1,0,"islam will win the race,, because of a flying donkeys [SEP] Islam is the world's second-largest religious population after Christianity. Muslims believe that there is a primordial faith that was revealed many times through earlier prophets and messengers, including Adam, Noah, Abraham, Moses, and Jesus, and they believe that Islam is the universal and complete version of this faith.",2,1
47427,"dan wruck god? lol. you mean, sanctimonious evangelicals that give out mulligans for pussygrabbing",-0.11,target_religion_christian,1,0,1,0,"dan wruck god? lol. you mean, sanctimonious evangelicals that give out mulligans for pussygrabbing [SEP] Christian theology includes the beliefs that Jesus was conceived by the Holy Spirit, was born of a virgin named Mary, performed miracles, founded the Christian Church, died by crucifixion as a sacrifice for atonement for sin, was resurrected by God the Father, and ascended into Heaven, from where he will return. Christians commonly believe that Jesus enables people to be reconciled to God.",2,1
47910,+mohamed burhan go to hell with your fake lying and there is only one true god father god in heaven not allah your false god folded_hands,-0.71,target_religion_muslim,1,0,1,0,"+mohamed burhan go to hell with your fake lying and there is only one true god father god in heaven not allah your false god folded_hands [SEP] 570 CE – 8 June 632 CE) was an Arab religious, military, and political leader, and the founder of Islam. According to Islam, he was the final prophet of God who was divinely inspired to preach and confirm the monotheistic teachings of Adam, Noah, Abraham, Moses, Jesus, and other prophets in Islam.",2,1
47966,"you've turned england islamic!! and you back child sex trafficking in your country!! shame on you, england!!!",0.23,target_religion_muslim,1,0,1,0,"you've turned england islamic!! and you back child sex trafficking in your country!! shame on you, england!!! [SEP] Judicial procedures and legal education have been brought in line with European practice likewise. While the constitutions of most Muslim-majority states contain references to Sharia, its rules are largely retained only in family law and penalties in some.",2,1
48385,yes they. you took away christian beliefs and freedoms cuz it hurt your fuckin feelings. now you just want to stomp out freedom of religion and speech at the same time protesting for nothing,-0.41,target_religion_christian,1,0,1,0,"yes they. you took away christian beliefs and freedoms cuz it hurt your fuckin feelings. now you just want to stomp out freedom of religion and speech at the same time protesting for nothing [SEP] These differ greatly, from the American emphasis on avoiding an established religion and freedom of belief, to the French interventionist model, and more. The purposes and arguments in support of secularism vary widely, ranging from assertions that it is a crucial element of modernization, or that religion and traditional values are backward and divisive, to the claim that it is the only guarantor of free religious exercise.",2,1
48700,"god dont punish us, we are enemy of ourselves.to much war in the world climate change now they want more wars.if you set fire to other people house this come to you.",-2.05,target_religion_christian,0,0,1,0,"god dont punish us, we are enemy of ourselves.to much war in the world climate change now they want more wars.if you set fire to other people house this come to you. [SEP] A few Holocaust perpetrators faced criminal trials. Billions of dollars in reparations have been paid, although falling short of the losses suffered by the European Jews.",2,1
49615,send the taliban supporter back,-0.9,target_religion_muslim,1,0,1,0,"send the taliban supporter back [SEP] The Islamic revival of the late 20th century brought calls by Islamic movements for full implementation of Sharia, including hudud corporal punishments, such as stoning.",2,1
49747,"to all you white nationalist, yall ancestors came here on a boat too so maybe yall need to go back where yall came from",-0.54,target_religion_christian,1,0,0,0,"to all you white nationalist, yall ancestors came here on a boat too so maybe yall need to go back where yall came from [SEP] According to the Hebrew Bible, these inhabitants predominantly originate from the tribe of Judah, who were descendants of Judah, the fourth son of Jacob. The tribe of Benjamin were another significant demographic in Judah and were considered Jews too.",2,1
